,id,candidate_name,cpf,nine_cpf_digit,address_initials_state,state_group,same_state
0,392,Romain_Molnar,52007159708,7,AC,"ES, RJ",False
1,952,Kittie_McKane,30208070699,6,AL,MG,False
2,132,Lelia_Quibell,46880770843,8,AL,SP,False
3,981,Shadow_Males,36298903771,7,AL,"ES, RJ",False
4,225,Jacki_Blois,18797119903,9,AL,"PR, SC",False
5,261,Merralee_Parsonage,87461040979,9,AL,"PR, SC",False
6,351,Clarice_Niezen,59406365359,3,AL,"CE, MA, PI",False
7,967,Bjorn_Arrell,87533921674,6,AM,MG,False
8,592,Leonid_Lishmund,96692784654,6,AM,MG,False
9,498,Jordan_Harbisher,65808446040,0,AM,RS,False
10,269,Galen_McCorkindale,65886988017,0,AM,RS,False
11,471,Kitti_Sorbie,3056102103,0,AM,RS,False
12,815,Cly_Akram,17799507055,0,AM,RS,False
13,494,Kurt_Stallworthy,35695264880,8,AM,SP,False
14,998,Cindie_Riddlesden,59293553805,8,AM,SP,False
15,429,Arri_Sellwood,25700682508,5,AM,"BA, SE",False
16,874,Cori_Byles,82539588972,9,AM,"PR, SC",False
17,939,Portia_Ossulton,53959322917,9,AM,"PR, SC",False
18,626,Andrea_Bosley,78658088952,9,AM,"PR, SC",False
19,503,Consuelo_Haire,36924153380,3,AM,"CE, MA, PI",False
20,975,Rianon_Pedroni,20558468330,3,AM,"CE, MA, PI",False
21,802,Olivie_Bewsey,3014798444,4,AM,"AL, PB, PE, RN",False
22,401,Natividad_Vyvyan,79103487113,1,AM,"DF, GO, MS, MT, TO",False
23,363,Evelyn_Ellerby,89101924109,1,AM,"DF, GO, MS, MT, TO",False
24,806,Lida_Ribey,47261201154,1,AM,"DF, GO, MS, MT, TO",False
25,572,Trix_Sanches,19032267167,1,AM,"DF, GO, MS, MT, TO",False
26,157,Jenny_Patching,40791391108,1,AM,"DF, GO, MS, MT, TO",False
27,843,Kass_Poulden,12881624219,2,TO,"AC, AM, AP, PA, RO, RR",False
28,388,Maynord_Takos,41722410426,4,TO,"AL, PB, PE, RN",False
29,128,Tremain_Bortolotti,93593469260,2,SP,"AC, AM, AP, PA, RO, RR",False
30,979,Shelly_Storrock,37628097200,2,SP,"AC, AM, AP, PA, RO, RR",False
31,809,Almeta_Ranyard,53537912668,6,BA,MG,False
32,472,Deanne_Blackstone,62672491666,6,BA,MG,False
33,562,Dehlia_Leaburn,54539788647,6,BA,MG,False
34,232,Cirstoforo_Phoenix,26038551662,6,BA,MG,False
35,226,Ketti_Quernel,32258845610,6,BA,MG,False
36,440,Delila_Portman,47320302624,6,BA,MG,False
37,256,Tomaso_Andreopolos,44820806670,6,BA,MG,False
38,245,Blanche_Hannam,55702966031,0,BA,RS,False
39,495,Jacynth_Challicum,29376367057,0,BA,RS,False
40,863,Leonhard_Jays,26977120037,0,BA,RS,False
41,741,Ashien_Aguilar,10338559019,0,BA,RS,False
42,816,Desi_Carrigan,88184252005,0,BA,RS,False
43,854,Clayson_Dufaire,8414929303,0,BA,RS,False
44,246,Joleen_Klaaasen,7434713003,0,BA,RS,False
45,528,Georgeanne_Swarbrick,81867238039,0,BA,RS,False
46,510,Shepherd_Drews,60275121054,0,BA,RS,False
47,365,Wendye_Terron,33103988036,0,BA,RS,False
48,20,Jeremias_Van Arsdalen,86052151862,8,BA,SP,False
49,670,Selie_Donat,89269496805,8,BA,SP,False
50,353,Toiboid_Niblett,80820784800,8,BA,SP,False
51,947,Nicolas_Merriman,68853843802,8,BA,SP,False
52,184,Crista_MacGarvey,50516501801,8,BA,SP,False
53,317,Karlen_Byas,56649498807,8,BA,SP,False
54,98,Dory_Jepensen,60761557873,8,BA,SP,False
55,615,Gabriel_Gribbin,1662469489,8,BA,SP,False
56,851,Pearce_Gookey,59707103850,8,BA,SP,False
57,774,Luciana_Rome,12583560239,2,SP,"AC, AM, AP, PA, RO, RR",False
58,867,Cosimo_Gimber,19935576280,2,SP,"AC, AM, AP, PA, RO, RR",False
59,191,Daphne_Lampitt,46328736240,2,SP,"AC, AM, AP, PA, RO, RR",False
60,450,Trstram_Tedahl,12327560241,2,SP,"AC, AM, AP, PA, RO, RR",False
61,215,Barbee_Jaulme,10011185295,2,SP,"AC, AM, AP, PA, RO, RR",False
62,657,Brynn_Kestin,25060681718,7,BA,"ES, RJ",False
63,72,Cletis_Annett,59501247740,7,BA,"ES, RJ",False
64,141,Benedick_Flode,48643035769,7,BA,"ES, RJ",False
65,307,Annabelle_Terran,55153173780,7,BA,"ES, RJ",False
66,177,Curcio_Lampaert,73164445768,7,BA,"ES, RJ",False
67,531,Myron_Giffen,61118082737,7,BA,"ES, RJ",False
68,724,Ema_Figura,21317844734,7,BA,"ES, RJ",False
69,811,Genia_Geistbeck,33744318958,9,BA,"PR, SC",False
70,281,Lil_Hammersley,69738680964,9,BA,"PR, SC",False
71,928,Jard_Castagnasso,42661904921,9,BA,"PR, SC",False
72,658,Delcina_MacConnal,10280208995,9,BA,"PR, SC",False
73,149,Haleigh_Reisenstein,40430606966,9,BA,"PR, SC",False
74,833,Thoma_Chiverstone,99183220984,9,BA,"PR, SC",False
75,2,Josefina_Swalowe,72137209969,9,BA,"PR, SC",False
76,937,Ingar_Fallowes,7623649396,9,BA,"PR, SC",False
77,338,Collete_Spiaggia,23510275900,9,BA,"PR, SC",False
78,506,Malory_Dunbleton,9451042199,9,BA,"PR, SC",False
79,264,Hort_Lorenc,56773284996,9,BA,"PR, SC",False
80,647,Merridie_Barnhart,80590728385,3,BA,"CE, MA, PI",False
81,286,Kessiah_Mileham,9756778539,3,BA,"CE, MA, PI",False
82,425,Sidonia_Meekings,63599545324,3,BA,"CE, MA, PI",False
83,604,Perren_Calrow,39469245300,3,BA,"CE, MA, PI",False
84,955,Esteban_Goodlatt,47577300470,4,BA,"AL, PB, PE, RN",False
85,164,Tore_Mulvaney,35190761444,4,BA,"AL, PB, PE, RN",False
86,41,Phineas_Fawckner,64072661490,4,BA,"AL, PB, PE, RN",False
87,424,Ettore_Greenhalgh,23203071410,4,BA,"AL, PB, PE, RN",False
88,881,Winfred_Chinge de Hals,35427961402,4,BA,"AL, PB, PE, RN",False
89,156,Jorey_Spinke,33534151496,4,BA,"AL, PB, PE, RN",False
90,334,Saundra_Barnfield,64122924111,1,BA,"DF, GO, MS, MT, TO",False
91,761,Dolores_Stiegar,67715768170,1,BA,"DF, GO, MS, MT, TO",False
92,821,Rheta_Dovermann,39373905104,1,BA,"DF, GO, MS, MT, TO",False
93,69,Durante_Usher,15872118155,1,BA,"DF, GO, MS, MT, TO",False
94,318,Maddalena_Lazer,87582331133,1,BA,"DF, GO, MS, MT, TO",False
95,134,Mattie_Dayes,53137503213,2,BA,"AC, AM, AP, PA, RO, RR",False
96,476,Nita_Spenceley,96346689258,2,BA,"AC, AM, AP, PA, RO, RR",False
97,557,Ricca_Liddel,49096636228,2,BA,"AC, AM, AP, PA, RO, RR",False
98,162,Ravid_Hemstead,85343181236,2,BA,"AC, AM, AP, PA, RO, RR",False
99,386,Lyndel_Weadick,14546981287,2,BA,"AC, AM, AP, PA, RO, RR",False
100,924,Issiah_Crackett,24846594238,2,BA,"AC, AM, AP, PA, RO, RR",False
101,987,Kimmy_Gronous,36835731206,2,BA,"AC, AM, AP, PA, RO, RR",False
102,462,Alisun_Finney,69844251230,2,BA,"AC, AM, AP, PA, RO, RR",False
103,312,Stanislaus_Wick,84768126200,2,BA,"AC, AM, AP, PA, RO, RR",False
104,52,Milzie_McKevin,69699551259,2,BA,"AC, AM, AP, PA, RO, RR",False
105,435,Natal_Puddin,26810751220,2,BA,"AC, AM, AP, PA, RO, RR",False
106,732,Cecil_Tonna,44370710693,6,CE,MG,False
107,540,Nita_Whiteley,17261097047,0,CE,RS,False
108,644,Dacey_Pryce,8632945700,0,CE,RS,False
109,116,Rip_Lamshead,1253935203,0,CE,RS,False
110,922,Hoebart_Severy,57140648018,0,CE,RS,False
111,30,Tomkin_Tosney,18201094883,8,CE,SP,False
112,432,Kevina_Flatman,40944235832,8,CE,SP,False
113,767,Jessamyn_Densell,74243080844,8,CE,SP,False
114,613,Ethe_Rangeley,54847775856,8,CE,SP,False
115,423,Austen_Rusbridge,7275764458,5,CE,"BA, SE",False
116,327,George_Peret,62252673524,5,CE,"BA, SE",False
117,535,Conroy_Dehm,31587316579,5,CE,"BA, SE",False
118,251,Barbra_Uc,19413603510,5,CE,"BA, SE",False
119,231,Cinderella_Leavesley,75732370730,7,CE,"ES, RJ",False
120,976,Shae_Pickton,56930965219,2,SP,"AC, AM, AP, PA, RO, RR",False
121,459,Reena_Ransbury,48270924270,2,SP,"AC, AM, AP, PA, RO, RR",False
122,852,Gothart_Haburne,48667564460,4,CE,"AL, PB, PE, RN",False
123,378,Nathalie_Sive,14677068410,4,CE,"AL, PB, PE, RN",False
124,511,Sibyl_Howland,47345422445,4,CE,"AL, PB, PE, RN",False
125,757,Shannah_Conti,51092306412,4,CE,"AL, PB, PE, RN",False
126,203,Brittni_Lowdham,55034722410,4,CE,"AL, PB, PE, RN",False
127,523,Jeremias_Baumber,77301221118,1,CE,"DF, GO, MS, MT, TO",False
128,146,Homerus_Dwerryhouse,75199056247,2,CE,"AC, AM, AP, PA, RO, RR",False
129,337,Jacklin_Whissell,71041703678,6,ES,MG,False
130,888,Reinwald_Mereweather,62575186609,6,ES,MG,False
131,631,Bunni_Dandie,78897849024,0,ES,RS,False
132,482,Katee_Wagner,88715889084,0,ES,RS,False
133,603,Martin_MacKnockiter,5265063188,8,ES,SP,False
134,956,Rebeka_Rainon,91690809841,8,ES,SP,False
135,934,Felicio_Caramuscia,44647469859,8,ES,SP,False
136,304,Garvin_Phillipp,15148761830,8,ES,SP,False
137,508,Vinni_Delve,25407219581,5,ES,"BA, SE",False
138,252,Fremont_Gannan,34894574209,2,SP,"AC, AM, AP, PA, RO, RR",False
139,845,Vassili_Johncey,8292282920,2,SP,"AC, AM, AP, PA, RO, RR",False
140,620,Fons_Garrould,87132453254,2,SP,"AC, AM, AP, PA, RO, RR",False
141,176,Kala_Swancock,17412850970,9,ES,"PR, SC",False
142,887,Bella_Rowledge,93617927920,9,ES,"PR, SC",False
143,23,Ber_Charrett,31593254903,9,ES,"PR, SC",False
144,342,Gerik_Mattessen,22559149990,9,ES,"PR, SC",False
145,993,Codi_Pettiward,40867815906,9,ES,"PR, SC",False
146,708,Xaviera_Samways,26989939362,3,ES,"CE, MA, PI",False
147,197,Hi_Murrow,36281850335,3,ES,"CE, MA, PI",False
148,883,Carmita_Weafer,92285788312,3,ES,"CE, MA, PI",False
149,160,Cindi_Brownsea,58992582412,4,ES,"AL, PB, PE, RN",False
150,262,Olia_Roose,24631026162,1,ES,"DF, GO, MS, MT, TO",False
151,95,Ara_Valance,22165356130,1,ES,"DF, GO, MS, MT, TO",False
152,391,Dulcine_Keiling,74492604685,6,GO,MG,False
153,321,Danell_Mudie,22782919636,6,GO,MG,False
154,266,Weber_Priest,64672137694,6,GO,MG,False
155,893,Rosalynd_Allgood,1340747260,6,GO,MG,False
156,266,Weber_Priest,64672137694,6,GO,MG,False
157,65,Bendite_Tofano,92567371087,0,GO,RS,False
158,170,Douglass_Aleso,44732263011,0,GO,RS,False
159,73,Craggie_Burgess,35970197068,0,GO,RS,False
160,898,Annemarie_O'Corhane,22037334893,8,GO,SP,False
161,533,Vinnie_Stovell,89888728865,8,GO,SP,False
162,738,Ricca_Holtum,15654341880,8,GO,SP,False
163,346,Roley_Plumbley,87856920505,5,GO,"BA, SE",False
164,80,Elihu_Benneton,55294103591,5,GO,"BA, SE",False
165,951,Nelly_Boaler,32517526508,5,GO,"BA, SE",False
166,574,Rawley_Clapshaw,13312550580,5,GO,"BA, SE",False
167,61,Perice_Suart,19316971756,7,GO,"ES, RJ",False
168,676,Jeremiah_Fenelon,93431137733,7,GO,"ES, RJ",False
169,84,Melita_Taylor,67106168947,9,GO,"PR, SC",False
170,237,Sari_Fever,72278268996,9,GO,"PR, SC",False
171,444,Joelly_Tessington,35510425946,9,GO,"PR, SC",False
172,154,Reidar_Billows,74776453959,9,GO,"PR, SC",False
173,145,Cicely_Volks,45648765380,3,GO,"CE, MA, PI",False
174,201,Koressa_Suermeiers,7183981142,4,GO,"AL, PB, PE, RN",False
175,693,Terese_Srawley,21006563415,4,GO,"AL, PB, PE, RN",False
176,102,Letta_Ilem,89267143492,4,GO,"AL, PB, PE, RN",False
177,973,Donetta_Knowling,19120922477,4,GO,"AL, PB, PE, RN",False
178,437,Gerhardine_Mathwen,44613398231,2,SP,"AC, AM, AP, PA, RO, RR",False
179,953,Madeleine_Yakebowitch,74128654205,2,SP,"AC, AM, AP, PA, RO, RR",False
180,408,Jehu_Formie,27803944205,2,SP,"AC, AM, AP, PA, RO, RR",False
181,856,Dallon_Davidov,21691815209,2,SP,"AC, AM, AP, PA, RO, RR",False
182,889,Teddy_Maunders,30714764264,2,SP,"AC, AM, AP, PA, RO, RR",False
183,430,Edmon_Smellie,16838684209,2,GO,"AC, AM, AP, PA, RO, RR",False
184,652,Ker_Hastin,56069790634,6,MA,MG,False
185,433,Kean_Kirby,51956031030,0,MA,RS,False
186,361,Marga_Limeburner,64238442830,8,MA,SP,False
187,214,Dorey_Saffell,66210197850,8,MA,SP,False
188,524,Solomon_Vida,93660340553,5,MA,"BA, SE",False
189,125,Adolpho_Dowber,5938061156,5,MA,"BA, SE",False
190,578,Warren_Paynes,24534143729,7,MA,"ES, RJ",False
191,598,Verla_Rainard,53432559909,9,MA,"PR, SC",False
192,195,Linnie_Grayson,80593350901,9,MA,"PR, SC",False
193,422,Ely_Henstridge,30851298982,9,MA,"PR, SC",False
194,671,Sammie_Conor,12679242920,9,MA,"PR, SC",False
195,442,Cindi_Friatt,42471190286,2,SP,"AC, AM, AP, PA, RO, RR",False
196,135,Larine_Betjes,30653011210,2,SP,"AC, AM, AP, PA, RO, RR",False
197,662,Arleen_Levermore,77736354200,2,SP,"AC, AM, AP, PA, RO, RR",False
198,865,Robbie_Madgett,12289695408,4,MA,"AL, PB, PE, RN",False
199,705,Jakie_Rosita,56559812464,4,MA,"AL, PB, PE, RN",False
200,358,Basile_Skellorne,90457261498,4,MA,"AL, PB, PE, RN",False
201,600,Donovan_McKune,81098716400,4,MA,"AL, PB, PE, RN",False
202,768,Emlyn_Baudino,13310187497,4,MA,"AL, PB, PE, RN",False
203,576,Mohammed_Banasiak,48987277437,4,MA,"AL, PB, PE, RN",False
204,569,Melicent_Curme,17032946100,1,MA,"DF, GO, MS, MT, TO",False
205,113,Sloane_Esland,22115957156,1,MA,"DF, GO, MS, MT, TO",False
206,570,Caz_Smowton,36831487130,1,MA,"DF, GO, MS, MT, TO",False
207,636,Rossy_McCarlich,35701180107,1,MA,"DF, GO, MS, MT, TO",False
208,940,Torey_Brightwell,82299164111,1,MA,"DF, GO, MS, MT, TO",False
209,645,Jana_Gilbee,65282825104,1,MA,"DF, GO, MS, MT, TO",False
210,573,Theda_Isaksen,54165888109,1,MA,"DF, GO, MS, MT, TO",False
211,83,Shirleen_Jarnell,37799478110,1,MA,"DF, GO, MS, MT, TO",False
212,638,Caldwell_Jessep,4565864827,2,SP,"AC, AM, AP, PA, RO, RR",False
213,352,Shalom_Bucktrout,67473884298,2,SP,"AC, AM, AP, PA, RO, RR",False
214,14,Jocko_Chazier,35052852266,2,SP,"AC, AM, AP, PA, RO, RR",False
215,979,Shelly_Storrock,37628097200,2,SP,"AC, AM, AP, PA, RO, RR",False
216,786,Catlin_Newe,22694475140,1,SP,"DF, GO, MS, MT, TO",False
217,44,Roberto_Marklund,24852371156,1,SP,"DF, GO, MS, MT, TO",False
218,97,Putnem_Thurling,56396250152,1,SP,"DF, GO, MS, MT, TO",False
219,284,Bailey_Baiss,24186772142,1,SP,"DF, GO, MS, MT, TO",False
220,63,Caz_Heskin,23087263184,1,SP,"DF, GO, MS, MT, TO",False
221,607,Damian_McVittie,30565771108,1,SP,"DF, GO, MS, MT, TO",False
222,478,Marthena_Ollerhead,53751471146,1,SP,"DF, GO, MS, MT, TO",False
223,587,Martino_Attenbrow,11222548143,1,SP,"DF, GO, MS, MT, TO",False
224,566,Eloise_Corley,36330715122,1,SP,"DF, GO, MS, MT, TO",False
225,866,Genvieve_Tudball,61310457042,0,MG,RS,False
226,629,Goldia_Harridge,96225819002,0,MG,RS,False
227,984,Dwight_Heigl,36765606041,0,MG,RS,False
228,542,Eadie_Kirk,69434232074,0,MG,RS,False
229,7,Del_Flea,97135490070,0,MG,RS,False
230,174,Neil_Merchant,86293968069,0,MG,RS,False
231,765,Gaelan_MacLaig,45886411070,0,MG,RS,False
232,804,Rosmunda_Lineker,7972953309,0,MG,RS,False
233,229,Jozef_Goldstein,13935693079,0,MG,RS,False
234,5,Bellanca_Laycock,72461816018,0,MG,RS,False
235,679,Tilly_Gouldie,76851723050,0,MG,RS,False
236,326,Eldon_Ronci,7792447707,0,MG,RS,False
237,918,Dallas_Minguet,83978487039,0,MG,RS,False
238,323,Jeth_Simchenko,7476771907,0,MG,RS,False
239,823,Ibby_Mayell,55291118075,0,MG,RS,False
240,588,Craig_Mc Queen,51602801037,0,MG,RS,False
241,829,Kipper_Higgoe,62354300000,0,MG,RS,False
242,420,Parsifal_Cassy,89606855856,8,MG,SP,False
243,628,Marnia_Denslow,71546702822,8,MG,SP,False
244,92,Taber_Brinsford,25418149849,8,MG,SP,False
245,760,Anson_Vertigan,71648819877,8,MG,SP,False
246,6,Talyah_Brokenshaw,53607208832,8,MG,SP,False
247,47,Masha_Neeves,29640087874,8,MG,SP,False
248,794,Jaquelyn_Maestro,12488792870,8,MG,SP,False
249,152,Floria_Lambal,80913449881,8,MG,SP,False
250,589,Allegra_Rosewell,6903219889,8,MG,SP,False
251,293,Arman_Freckleton,27971632819,8,MG,SP,False
252,580,Patin_Stoll,9886563885,8,MG,SP,False
253,78,Sinclare_Ruos,97820960833,8,MG,SP,False
254,192,Lydon_Code,39517457898,8,MG,SP,False
255,779,Simone_Cloney,14264680832,8,MG,SP,False
256,737,Heinrick_Rowledge,50143251813,8,MG,SP,False
257,750,Fredek_Paraman,5687467084,8,MG,SP,False
258,701,Cindi_Tyt,91730540546,5,MG,"BA, SE",False
259,608,Romeo_Thompson,57077875504,5,MG,"BA, SE",False
260,137,Coop_Segar,84336804559,5,MG,"BA, SE",False
261,948,Elvina_Cathersides,60357223500,5,MG,"BA, SE",False
262,37,Melantha_Hansed,82314958519,5,MG,"BA, SE",False
263,148,Barclay_Klebes,15478536547,5,MG,"BA, SE",False
264,515,Bradan_Tarquinio,35230637528,5,MG,"BA, SE",False
265,460,Kiley_Brocket,9790421354,5,MG,"BA, SE",False
266,682,Ertha_Kadar,59650931520,5,MG,"BA, SE",False
267,507,Lena_Fairlaw,56435095558,5,MG,"BA, SE",False
268,961,Prentice_Murtagh,61015418511,5,MG,"BA, SE",False
269,349,Asa_Hanes,22633820700,7,MG,"ES, RJ",False
270,292,Luigi_Duke,49624693714,7,MG,"ES, RJ",False
271,509,Pierrette_Boraston,3555799878,7,MG,"ES, RJ",False
272,727,Margaretha_McBeith,20395188784,7,MG,"ES, RJ",False
273,544,Jeramie_Hurdwell,95933680788,7,MG,"ES, RJ",False
274,799,Staford_Slingsby,99211549744,7,MG,"ES, RJ",False
275,966,Callida_Warlock,45699719709,7,MG,"ES, RJ",False
276,497,Ramsey_Hugues,23234879737,7,MG,"ES, RJ",False
277,650,Gibb_Kestell,71691973750,7,MG,"ES, RJ",False
278,497,Ramsey_Hugues,23234879737,7,MG,"ES, RJ",False
279,131,Mohandas_Dayly,81543374794,7,MG,"ES, RJ",False
280,399,Kassie_Linne,96808402710,7,MG,"ES, RJ",False
281,481,Marti_Plain,1523711175,7,MG,"ES, RJ",False
282,189,Werner_MacWhan,27071738785,7,MG,"ES, RJ",False
283,550,Jesse_McFaul,18038126726,7,MG,"ES, RJ",False
284,958,Claretta_Genike,7625788075,7,MG,"ES, RJ",False
